Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
157885.0,1.856004,-1.0919886,-1.094526,0.5369843,-0.46054685,0.25792977,-0.548791,-0.0067318585,-0.13646483,0.9538646,-2.006995,-0.6096131,-0.20419227,0.036315076,0.31790328,-1.0633526,-0.5795533,1.6986234,-1.0077983,-0.35600743,-0.29101238,-0.59919184,0.08514398,-0.053349152,-0.12722556,-0.67490375,0.029665075,-0.0061755115,156.0,0
66315.0,-0.74532396,1.3744112,-0.24070783,0.5927407,0.036571898,0.6427306,-0.09841398,1.0094575,-0.9316968,-0.36603364,0.029744439,0.40503725,-0.12725742,1.1345888,0.6321349,0.23700984,-0.25852993,0.6277536,0.7115571,-0.27744275,0.22634271,0.39016342,-0.10683507,-1.1496542,-0.07928117,-0.2516899,-0.28006294,-0.11839181,42.0,0
111116.0,-0.19880703,1.205334,-0.11364814,-0.24648182,0.75138986,-0.35911062,0.49384895,-0.94892174,1.5730616,-0.62527573,-0.44832426,-3.3415778,0.36571732,2.1343827,0.3080146,-0.5190391,0.41960114,0.9189494,0.39616528,-0.21315087,0.9350822,0.6743784,-0.11398325,0.39422002,-0.3845297,-0.44894174,0.49321654,0.28928187,1.0,0
153290.0,-3.6082053,-1.471144,0.3271403,0.14996366,3.6669152,-2.7013602,-1.3405081,-0.52298635,1.115929,0.7698697,0.13204077,0.6102864,1.0331426,-1.9370537,0.32344395,0.26168877,0.36949962,-0.41422197,-0.3131554,-1.549603,-0.74681365,-0.03331588,-1.6907916,1.2490147,-0.6080781,0.3265803,0.99189883,-0.05978589,8.54,0
52913.0,0.67685485,1.5870292,-1.508147,1.4438149,1.31679,-1.1603421,1.1490492,-0.41939312,-0.09056545,-0.3230585,2.9679208,-0.15502629,-0.7177661,-3.7092752,0.7310503,0.51012504,2.730262,1.4637458,-0.57840556,0.31792703,-0.1914184,0.10145078,0.058298398,-0.13531116,-0.6044062,-0.45276323,0.046430178,-0.3836415,0.89,0
162837.0,-2.537172,1.6958282,1.2049139,4.4568186,-0.8292638,1.473885,-1.1823803,1.4676874,-1.7501663,1.0455824,-1.8189244,-0.44226122,0.6099985,0.4930089,1.2470583,0.8720005,0.30266985,0.7538017,1.2033376,-0.28336662,0.15969238,0.025940023,-0.048288368,0.46533754,-0.015817296,0.3088504,-0.8635461,-0.08170221,26.47,0
34118.0,1.4534469,-0.97468954,-0.13496202,-1.4185475,-1.0577549,-0.94885105,-0.46114126,-0.35083967,-2.1491485,1.4040997,-0.7585187,-0.79506767,0.8345014,-0.16929135,0.36882478,-0.4337116,0.4245739,-0.43983817,0.20028904,-0.17595348,-0.5566251,-1.3983632,0.08957057,-0.17753807,0.29073483,-0.5048107,-0.0007386245,0.025708169,76.0,0
55575.0,-3.4194226,-1.1300756,1.6070864,2.229979,2.644089,-0.79353774,1.0882422,-1.0084099,-0.93331516,1.9219818,1.9544454,0.38883978,0.30147368,-0.4278685,-0.029226672,-0.07506383,-0.7991271,-0.6297965,-0.46901658,-1.4453323,-0.47967422,0.5240223,0.09368502,0.30523014,0.6539626,0.022852108,-0.9555524,-0.085629545,22.7,0
136177.0,-0.6480806,0.32001066,0.11292437,-1.5350763,-0.1919039,-1.20825,0.45334306,0.18040521,0.38954458,-1.2471776,-0.79904616,0.66532075,0.38625503,0.2516916,0.11598661,-0.028039735,-0.172179,-0.8926361,0.41383335,-0.31177986,-0.40065292,-1.1509172,0.69194883,-0.04030844,-0.82593817,0.011530472,-0.17629178,-0.07152643,45.85,0
158143.0,-0.8592084,1.8504081,-1.392449,-1.4167899,1.2905692,-1.4338082,1.7302535,-0.46823305,0.28797296,0.7338375,-1.3031733,0.10379213,0.6129067,0.24568991,-0.15625605,-0.58731586,-0.73011416,-0.31863272,-0.00038013712,0.502127,0.08897291,0.77842057,-0.2859689,-0.59577054,0.01861558,0.14507137,0.8196995,0.5101057,1.0,0
171766.0,-3.1510205,3.5017922,-3.027658,-1.3197701,-0.57046854,-2.0855777,0.2239905,1.2967308,0.48010752,1.0960349,-1.4062444,0.47120765,-0.226161,1.4603517,-0.19183092,-0.3195401,0.19277723,-0.31682137,-0.37329665,0.49646166,0.16896498,0.6797891,0.05222765,-0.010546307,0.20007673,0.13638023,0.73371077,0.5068367,7.32,0
146635.0,2.019865,0.012819022,-3.2962568,0.123737514,3.078086,3.0370185,0.19700213,0.5769837,-0.30651036,0.38376123,0.0049289884,0.16759983,-0.29663777,1.0173745,0.605096,-0.4818177,-0.52306694,-0.53787655,-0.5145688,-0.1700084,0.13059886,0.32916242,0.008939139,0.70173424,0.5029102,-0.46552524,-0.016633427,-0.066625156,24.0,0
39394.0,-2.1519408,-2.3788161,1.9049568,-2.2872543,-0.33061805,-0.9711058,-0.067532994,0.25199538,2.3918388,-2.6812031,-0.59541565,0.8928957,-0.7221058,-0.47806668,0.0076631485,-1.5781348,0.5795967,-0.070425,0.18000503,0.76697356,0.53513837,1.0749687,0.5270756,0.43787178,0.6171015,-0.6718333,0.039427105,0.15230939,281.94,0
144267.0,1.7868961,-1.0532036,0.16941386,0.7161065,-0.9918354,0.798244,-1.1813502,0.2320483,2.037239,-0.24177167,-2.2039084,0.7635464,1.2192557,-1.1829386,-0.5100782,0.51191914,-0.70921403,0.39240634,0.19088162,0.086118534,0.1433432,0.65427977,-0.03345258,-0.9134439,-0.2699945,0.4444748,0.034464017,-0.021999702,109.0,0
63920.0,0.9084194,-0.38628328,1.2139279,1.3509728,-0.9522956,0.4287678,-0.6833791,0.36645034,0.5547298,0.03107736,1.2494652,0.7355817,-0.8576122,0.15802863,0.21970467,0.1781333,-0.2701945,0.29936922,-0.65122736,-0.048336077,0.25609237,0.6854905,-0.10766819,0.23455136,0.3182339,-0.2490408,0.059942253,0.036880862,87.0,0
18489.0,-1.5444087,0.19299813,0.67199033,-0.62573415,1.953606,0.23127647,-0.017918782,0.12589405,1.1982099,-0.7223109,0.78947514,-3.0350022,0.568386,1.2877094,-0.461989,1.1322217,-0.13357572,0.7762814,-0.42696106,-0.58143944,-0.44428122,-1.0507581,-0.41062224,-1.8269897,-0.34420845,-0.056407776,-0.24960522,0.19100524,21.99,0
49848.0,1.1045743,-0.5401298,1.1278971,0.019038728,-1.0837117,0.30809355,-0.9170522,0.37706727,0.9693314,-0.242497,1.1128381,0.7319446,-0.9719186,-0.034381002,-0.048560172,0.111454144,0.006896335,-0.22634333,0.16571113,-0.11794337,-0.04159989,-0.0031969983,0.07650662,0.06885013,-0.027417747,1.0045711,-0.030009106,0.0030227941,21.95,0
80768.0,-0.59335595,-0.122422434,0.6562652,0.64297605,1.9744406,4.6323485,-0.3668337,1.2191622,0.41218388,-0.54072446,-1.220295,0.29256883,-0.3762302,-0.6089397,-1.4411867,-1.0017761,0.36773202,-0.10298142,2.0116525,0.36958343,-0.31323484,-0.8172247,0.17130828,0.99188966,-0.11585705,-0.45444116,0.18523519,0.16249438,93.95,0
42272.0,0.92552316,-0.6879559,1.0150568,-0.059420336,-0.33951893,1.9851303,-1.0338092,0.77672505,0.88537073,-0.49562758,1.907331,1.7795569,0.08244827,-0.28383434,0.06032224,-1.1985166,1.0836653,-2.114525,-0.8065313,-0.12751631,-0.04185245,0.20247668,0.16582775,-0.93572783,-0.21046367,1.0500139,0.030160457,-0.0050106496,37.73,0
95462.0,-4.3720675,2.7107348,0.122813076,-1.4820496,0.81232095,-1.5148178,0.7264218,-0.36442363,3.7873666,3.2376604,0.4073549,-2.6928203,0.9915228,0.4517104,-0.8531749,-0.3161812,0.07459904,-0.85811645,-1.0075194,1.0485064,-1.1139452,-1.3853676,-0.63006204,-0.089333594,1.151514,0.25620613,1.4148064,0.7665862,1.79,0
141655.0,-29.942972,-25.831781,-16.227512,6.690679,-20.787846,13.085694,17.256622,-9.161746,5.0030413,-2.4314663,1.7599894,1.8614327,3.0533836,-1.4096397,3.6802716,4.531275,0.22001123,-1.6045362,3.1403105,-21.387121,-2.4946992,-0.6602972,-8.537816,0.40080446,-0.6430228,0.49690285,6.2677093,-2.76507,3502.11,0
43985.0,-1.6821692,0.34143892,1.287377,-1.0000468,-0.92960864,0.037511177,0.32168716,0.25496748,1.7788291,0.14025337,-0.9760747,-0.20651145,-1.3371072,-0.738006,-0.64806306,-0.15538453,0.065005764,-0.9202652,-0.7202511,0.033008475,-0.28468132,-0.07499602,0.35668385,0.10513326,-0.7732693,0.7032206,0.57619894,0.59946764,101.19,0
73196.0,1.1836337,-0.17120324,0.36794132,-0.035528563,-0.5738145,-0.5524896,-0.20143427,0.037871644,0.18667312,-0.0062079583,1.0246779,0.2777682,-1.0080253,0.62225944,0.6200693,0.71237224,-0.66682136,0.12212058,0.49876165,-0.051278852,-0.2854067,-1.0195935,0.12917551,-0.012672729,-0.0013854968,0.47732237,-0.07747079,0.005178663,40.0,0
135851.0,2.0142252,-0.06795228,-1.2125074,0.25379878,0.14183962,-0.7072871,0.16463013,-0.1947878,0.45041496,0.054344416,0.72891575,1.3445982,0.3784603,0.44399962,-0.5490758,-0.07490152,-0.6924499,-0.11035854,0.5853935,-0.19216919,-0.21700975,-0.49271077,0.23128027,-0.3585338,-0.091718905,-0.5854646,-0.013219079,-0.060767904,9.99,0
154924.0,1.7957134,-0.00034132012,-1.8775289,1.6123807,0.2410312,-1.2523457,0.5514048,-0.2879106,0.4455534,-0.25761023,-0.74662215,-0.70937276,-1.7652657,-0.4151745,0.21164632,0.08754131,0.742692,0.09947266,-0.49368772,-0.13738614,-0.1312386,-0.52784836,0.07790509,-0.19327186,0.046268698,-0.73692334,-0.01509055,-0.0085955,113.94,0
130672.0,1.9553875,-0.055738527,-1.5463759,0.9793667,0.5336563,-0.1083322,0.10760072,-0.027784547,0.12244539,0.5003654,0.42830288,0.24785678,-0.8393437,0.84846306,0.044341546,0.28605857,-0.9289846,0.67716426,-0.2438838,-0.21293542,0.292893,0.8007792,-0.04240147,0.2756467,0.30352846,-0.45159018,-0.015198709,-0.055492193,35.98,0
162535.0,2.069495,-0.8279219,-0.8766117,-0.5381623,-0.6185501,-0.22443852,-0.6636511,-0.04504098,-0.57486266,0.99420166,0.74381196,0.9619937,0.76101094,0.029993068,-0.5993043,-1.2170987,-0.4095871,1.3359867,-0.51956713,-0.49202055,-0.3483084,-0.47898105,0.32410488,0.7700765,-0.39299843,0.45658168,-0.045022726,-0.05029614,29.95,0
145406.0,2.006718,-0.52168703,-1.9630189,0.44135013,0.41444418,-0.14549896,0.2061085,-0.23628753,-1.1753123,1.1886709,0.114411585,0.7763313,0.5626054,0.44665152,-1.3875148,-1.8445812,-0.3914991,1.4033285,-0.46917847,-0.46412972,-0.25155485,-0.24780357,-0.0289131,0.2584092,0.40139702,-0.52628404,-0.0117599815,-0.050567146,82.0,0
159236.0,0.13726178,0.9001808,-0.6345726,-0.7745918,1.1345158,-0.21561407,0.81838334,0.12004246,-0.13576032,-0.6424462,0.3694875,-0.0895276,-0.885166,-0.67328644,-0.8009873,0.7294328,-0.03041694,0.5685344,0.26991376,-0.0020229972,-0.33380938,-0.89601964,0.03625156,-0.037663903,-0.40771723,0.13121316,0.21058126,0.06698004,7.53,0
90538.0,-4.138239,-4.2606106,0.6821743,0.7759375,3.1340344,-1.1279323,-0.4611032,-0.27647048,2.2711878,-0.19087231,0.9422583,-2.186106,1.7884065,1.0417398,-0.41116104,0.61128896,-0.59886855,1.0617757,1.2243268,-1.9533842,-0.9624969,0.22789264,3.5499492,-1.2080865,-0.0696361,-0.48579615,0.88342,-0.6862068,10.0,0
52840.0,-1.9293926,-0.6931665,1.1976466,-2.3652482,-1.383399,2.4696632e-05,-1.3788087,1.0774516,-2.6816409,0.4438539,0.5268569,-0.5159172,0.043382797,0.29637542,-0.08181868,0.2846338,0.44875333,0.70707977,-0.8230912,-0.5046381,0.15349692,0.31070855,-0.3625256,-0.31141764,0.26424235,-0.15862839,-0.21240541,-0.2442646,69.0,0
144172.0,1.6473019,-1.5372427,-1.1058811,-0.21590002,-0.9381471,-0.28617358,-0.37714434,-0.11173271,-0.21462938,0.7608236,0.23487061,0.62913835,0.15736957,0.23290148,-0.35055953,-1.2711053,-0.5476023,1.8822502,-0.48344806,-0.14338785,-0.15996884,-0.37728745,-0.019508945,-0.43956214,-0.2374274,-0.35718286,-0.0123495,-0.012354369,247.24,0
31944.0,-2.2909298,-2.5785718,-0.30690238,0.6188097,-3.814791,2.482192,3.2934153,0.4417517,-0.12338036,-1.7115867,-1.5691102,-0.92810005,-0.19016662,0.23311502,1.7756344,1.1805154,-0.68241435,1.065968,-0.8092405,2.3277261,1.0022662,0.7415205,2.6507661,-1.061117,-0.052587457,0.42328224,-0.44471487,0.060536932,1170.0,0
69334.0,-1.0860935,-0.15784255,0.25985152,0.2309286,-1.2486544,0.6300847,1.6115842,0.30482164,-0.7186812,-1.0976548,-0.62278396,0.6678349,1.6694832,0.13515556,1.0012894,0.3357716,-0.336888,-0.35157487,-0.46340483,0.8467322,0.30632892,0.0698053,1.0788075,-0.44120228,-0.29437762,0.16697125,-0.21898942,0.006288078,444.81,0
73303.0,1.2487779,0.25238532,0.36518723,1.1129699,0.0061555174,-0.052049235,0.0500373,-0.112163514,0.3310262,-0.20732246,-1.2299405,0.9697045,1.4528207,-0.37603638,-0.2620609,-0.11012256,-0.44988897,-0.4408694,0.35490194,-0.031513114,-0.2925192,-0.5969054,-0.09580895,-0.43671247,0.67822206,-0.47880504,0.045865994,0.022200577,10.83,0
123587.0,2.025387,-0.20356026,-1.2064546,0.24118707,-0.022071455,-0.72557986,0.022075498,-0.1162111,0.44497284,0.26639116,0.5116715,0.5227059,-0.90225375,0.64157724,-0.53301483,0.22955729,-0.6010978,-0.15309808,0.5598251,-0.24645014,-0.26441118,-0.72671133,0.29231435,-0.36127996,-0.3206251,0.20056562,-0.082657434,-0.073945686,9.99,0
71421.0,1.1570085,-0.19790404,1.1336812,0.6687863,-0.83880293,0.22031537,-0.70371264,0.21753912,0.6313441,-0.08403819,0.74247086,1.2386224,0.4265611,-0.31093547,-0.5211264,0.43616176,-0.56772447,0.3170191,0.3691856,-0.047317218,-0.055401582,0.013896949,-0.028554974,0.063118584,0.2810664,0.31764254,0.0148229385,0.015156187,11.5,0
36721.0,1.1423491,0.09080256,0.1987558,1.0317473,-0.58084834,-0.6286446,-0.28634107,0.12794523,0.56073356,-0.55871147,1.2228484,0.092665285,-1.9156978,-1.0329574,-0.77164364,0.31739083,1.0507969,0.66367775,0.20667289,-0.17291416,-0.1341301,-0.26074955,-0.06261921,0.44308776,0.43565577,0.38625884,-0.012804298,0.03154471,12.31,0
